title,date,star,text
Accès à l'espace quelque peu compliqué…,2021-02-23T18:59:00Z,3,"Accès à l'espace quelque peu compliqué lors de la première connexion. Heureusement le support téléphonique des agents Cofidis était directif et efficace. Ils ont su comprendre immédiatement comment m'assister lors de a première connexion. L'utilisation de l'application était plus simple entre numéro client, mot de passe etc"
Excellent conseiller clair et…,2021-02-23T18:55:13Z,5,Excellent conseiller clair et précis.Bonne expérience je conseille
J'ai dû faire plusieurs demandes pour…,2021-02-23T18:40:50Z,5,"J'ai dû faire plusieurs demandes pour un crédit. La plupart des autres concurrents ont refusé. Ils ne m’ont accordé aucune confiance ! Alors que je suis en CDI avec peut de dépense et n'étant pas fiché à la banque de France ! Cofidis eux on répondu oui, et j'en suis fort content ! Si d'autres crédits s'imposent à l'avenir j'espère que Cofidis sera toujours là en cas de besoin ! Merci"
Conseillers très à l'écoute et…,2021-02-23T18:35:12Z,5,Conseillers très à l'écoute et bienveillants
Excellent,2021-02-23T18:32:36Z,5,C’est très bien
Tres bon et tres reactif,2021-02-23T18:21:14Z,5,Date de l'expérience:23 février 2021
Très bonne équipe,2021-02-23T18:20:17Z,5,Date de l'expérience:23 février 2021
Je recommande réponse très rapide,2021-02-23T18:19:25Z,5,Date de l'expérience:23 février 2021
Je suis vraiment contente très réactif…,2021-02-23T17:52:48Z,5,Je suis vraiment contente très réactif service client au top conseil vivement
Utilisation facile,2021-02-23T17:47:53Z,5,"Utilisation facile, Et appel pour signifier l.acceptation du prêt Personnel de qualité et à l’écoute"
Cofidis très bien très rapide,2021-02-23T17:42:10Z,5,Cofidis très bien très rapide.Ras
toutes les communications,2021-02-23T17:40:32Z,5,"toutes les communications, par téléphone et Internet, étaient fluides et très professionnelles"
Très bon accueil pour l’étude de votre…,2021-02-23T17:39:44Z,5,Très bon accueil pour l’étude de votre demande. Réponse claire et rapide.Très professionnel.
Grande disponibilité,2021-02-23T17:38:47Z,5,Grande disponibilité. Forte réactivité. Un conseiller toujours disponible par téléphone. Pour moi c'est un sans faute dans ma démarche de rachat de crédit.
RAS SERVICE CLIENT CORRECT,2021-02-23T17:23:13Z,5,RIEN A DIRE SERVICE CORRECT
Conseillère a l'écoute rapidité dans le…,2021-02-23T17:22:53Z,5,Conseillère a l'écoute rapidité dans le gestion de mon dossier
J’ai déjà donné mon avis il y a une…,2021-02-23T17:21:19Z,5,J’ai déjà donné mon avis il y a une semaine.
Très bon échange avec ma conseillère,2021-02-23T17:19:58Z,4,"Très bon échange avec ma conseillère, qui est restée a l'écoute lors de ma demande de prêt. Cependant je ne met que 4 étoiles car j'ai fait une première demande de prêt qui m'a été refusée pour m'en proposer une autre, celle-ci même qui m'à été refusée pour finalement me proposer et m'accepter la proposition initiale.Mais sinon rien a dire !"
Très bon contact.,2021-02-23T17:16:28Z,5,"Très bon contact téléphonique, interlocuteur agréable. Explications très claires.Je recommande vivement."
C'est toujours très professionnel de…,2021-02-23T17:15:11Z,5,"C'est toujours très professionnel de s'adresser à vous, merci pour tout"
Tout à faitsatisfaità part vos…,2021-02-23T17:09:25Z,5,Tout à faitsatisfaità part vos documentsson mal expliqué
Echanges téléphoniques agréables et…,2021-02-23T17:07:03Z,5,"Echanges téléphoniques agréables et propositions faites pertinentes. Facilité pour envoyer les documents via le site. La réponse pour l'acceptation du crédit a été rapide, je recommande Cofidis."
Je vous remercie pour la rapidité de…,2021-02-23T17:02:46Z,5,"Je vous remercie pour la rapidité de votreréponse, ainsi que la date du versement annoncée et respectée."
Tres bon contact d abord telephonique,2021-02-23T16:53:48Z,5,Tres bon contact d abord telephoniqueEnsuite des explications claires. Detaillees du gestionnaire..... Fosdier clair
Simple rapide a l’écoute,2021-02-23T16:45:59Z,5,Date de l'expérience:23 février 2021
Rapide et faciliter de paiement pour…,2021-02-23T16:44:10Z,5,Rapide et faciliter de paiement pour Amazon rien à dire
trés bien,2021-02-23T16:41:34Z,5,rien a signaler
Dossier finalisé rapidement et…,2021-02-23T16:39:56Z,5,Dossier finalisé rapidement et facilement avec une conseillère à l'écoute et professonnelle.
Très réactifs et opérationnelle aussi,2021-02-23T16:36:45Z,5,Très réactifs et opérationnelle aussi . Des personnes très sympathiques au téléphone . Merci a vous
Parfait,2021-02-23T16:33:43Z,5,"Parfait, je suis entièrement satisfaite."
Excellent accueil gens compétents et…,2021-02-23T16:32:54Z,5,Excellent accueil gens compétents et les explications sont très bien comprise
Très professionnel,2021-02-23T16:25:15Z,5,Date de l'expérience:23 février 2021
Disponible et réactif,2021-02-23T16:16:00Z,5,Date de l'expérience:23 février 2021
Tout est parfait le client est vraiment…,2021-02-23T16:11:09Z,5,Tout est parfait le client est vraiment écouté.
Je suis très satisfaite de cofidis,2021-02-23T16:06:28Z,5,Date de l'expérience:23 février 2021
"ça c,est bien passe clair net est…",2021-02-23T16:06:10Z,5,"ça c,est bien passe clair net est precis reponse rapide"
Réponse rapide et conseiller très…,2021-02-23T16:02:19Z,5,Réponse rapide et conseiller très professionnel
excellente société aucun pb pour…,2021-02-23T15:58:41Z,5,excellente société aucun pb pour obtenir un prèt dans la mesure ou toutes les règles sont conformes d un cote comme de l autre rien a redire si ce n est a recommander vive COFIDIS
"Bonjour,",2021-02-23T15:56:51Z,5,"Bonjour,La Société Cofidis a été la seule à être à mon écoute quand j'ai eu des soucisfinanciers personnels, et à ce titre, je les en remercie vivemen"
faitlademandesurinternetest…,2021-02-23T15:49:43Z,5,faitlademandesurinternetestpuis toutaetaitvitesansaucun problemejerecommande cofidis..................michel
l'offre a été faite par internet....le…,2021-02-23T15:37:12Z,5,l'offre a été faite par internet....le dossier a été traité très rapidement....la conseillère que j'ai eu au téléphone a été très attentive à mes questionsje ne peux que recommander cofidis
Rapide et facile avec internet.,2021-02-23T15:33:29Z,5,Date de l'expérience:23 février 2021
parfait,2021-02-23T15:20:25Z,5,super service
Tout s’est très bien passé,2021-02-23T15:20:08Z,5,Tout s’est très bien passé. Merci
Sérieux etrapide,2021-02-23T15:19:47Z,5,Date de l'expérience:23 février 2021
Vraiment très satisfaite d’avoir choisi…,2021-02-23T15:17:23Z,5,Vraiment très satisfaite d’avoir choisi cofidis demande très simple et réponse très rapide. Je recommande vivement.
Rapide dans leur engagement merci,2021-02-23T15:15:09Z,5,Date de l'expérience:23 février 2021
"Parfait, rien à dire...",2021-02-23T15:03:38Z,4,"Cofidis adapte pour moi, le besoin essentiel pour les clients."
Efficace et rapide,2021-02-23T15:03:07Z,5,Date de l'expérience:23 février 2021
pret,2021-02-23T15:01:17Z,5,"bonjour , une conseillère agréable et a l écoute du client un traitement rapide de ma demande"
Bien accueilli au telephone et de…,2021-02-23T15:00:25Z,5,Bien accueilli au telephone et de bonnes explications sur le crédit demander. Tout à était clair pour moi-même.
R.A.S,2021-02-23T14:55:03Z,5,Je suis bien satisfait des réponses apportée à ma demande et du temps rapide de traitement de mon dossier.
Professionnalisme.,2021-02-23T14:54:37Z,5,"Écoute, amabilité, sérieux, efficacité, clarté, grand professionnalisme de la part des deux personnes qui ont géré mon dossier et que je remercie. Satisfaction totale en ce qui me concerne."
le servicela satisfaction de…,2021-02-23T14:52:17Z,5,le servicela satisfaction de satisfaire ces bons clientset la rapiditémerci Cofidis
Merci,2021-02-23T14:51:52Z,5,"Merci, service rapide et efficace.Patrice Maurer"
Interlocuteurs clairs,2021-02-23T14:43:08Z,5,"Interlocuteurs clairs, patients et sympathiques"
Rapidité,2021-02-23T14:42:43Z,5,"Rapidité, bon conseils, et clarite."
Bonjour,2021-02-23T14:37:38Z,5,"Bonjour, très satisfait."
Merci 🙏💋✅,2021-02-23T14:37:17Z,5,Rapide et efficace mieux que ma banque CA
Très professionnel,2021-02-23T14:36:27Z,5,Date de l'expérience:23 février 2021
demande de credit assez facile,2021-02-23T14:35:15Z,5,c est un organisme qui aide les personnes en leur permettant d avoir un credit assez vie merci
Très satisfait,2021-02-23T14:29:41Z,5,Date de l'expérience:23 février 2021
La consultation,2021-02-23T14:26:54Z,5,"La consultation, la construction du dossier s'est fait d'une façon très simple car le site est très bien pensé. Le correspondant qui a repris le dossier d'une efficacité et d'un dynamisme exemplaire. Bref satisfait à 200 %."
Maison de crédit sérieuse,2021-02-23T14:26:47Z,5,Date de l'expérience:23 février 2021
"Bonjour,",2021-02-23T14:26:39Z,5,"Bonjour,La proposition, puis le contrat ont été traités dans un temps court et avec 2 contacts téléphoniques très bienveillants.Je vous remercie de votre temps pour moi.Très cordialement."
Merci COFIDIS,2021-02-23T14:25:36Z,4,Date de l'expérience:23 février 2021
"Très à l’écoute du client,je suis très…",2021-02-23T14:22:04Z,4,"Très à l’écoute du client,je suis très satisfait."
Tout s'est très bien passé,2021-02-23T14:21:42Z,5,"Tout s'est très bien passé; Rapidité, efficacité. Un grand MERCI"
trés contant des prèstationque…,2021-02-23T14:19:09Z,5,trés contant des prèstationque cofidis m as proposer j ai toujour fait confiance
"clarté,rapidité,amabilité,disponibilité",2021-02-23T14:14:46Z,5,Date de l'expérience:23 février 2021
Se sont des personnes à l écoute très…,2021-02-23T14:11:24Z,5,Se sont des personnes à l écoute très humains et efficaces il m'ont beaucoup soutenue dans mes démarches merci encore pour votre gentillesse et professionnalisme
Je vous remercie de votre intervention.,2021-02-23T14:11:17Z,5,Date de l'expérience:23 février 2021
Satisfaite car une réponse rapide à mes…,2021-02-23T14:10:52Z,4,Satisfaite car une réponse rapide à mes attentes et une grande confiance. Seul regret : ne pas avoir pu profiter de l’offre promotionnel sur le taux de la pub télévisée.
Très vite traitéla demande,2021-02-23T14:06:24Z,5,Très vite traitéla demande.A peine 10 jour excellent
Compétence et efficacité,2021-02-23T14:05:39Z,5,Date de l'expérience:23 février 2021
Je recommande les conseillers sont très…,2021-02-23T14:03:22Z,5,Je recommande les conseillers sont très à l’écoute de nos besoins et font tout pour nous satisfaire. Je recommande !!!
Bonjour,2021-02-23T14:03:21Z,5,Bonjour. Nous sommes satisfaits des entretiens avec les employés de la société Cofidis. Merci de vôtre performance.
Rapidité et efficacité,2021-02-23T13:53:06Z,5,Date de l'expérience:23 février 2021
"Taux intéressant sur 48mois 2,79%…",2021-02-23T13:52:12Z,4,"Taux intéressant sur 48mois 2,79% 10000€Par rapport à ces concurrents 👍"
Toujours à l’écoute,2021-02-23T13:51:02Z,5,Toujours à l’écoute Très réactifDe bons conseils Toujours disponible !Vraiment je recommande
rapidité dans la demande de crédit,2021-02-23T13:49:40Z,5,"rapidité dans la demande de crédit, fond disponible rapidement ."
Correspondants aimables et clairs dans…,2021-02-23T13:49:35Z,4,Correspondants aimables et clairs dans leurs explications
Cool merci à tous,2021-02-23T13:48:19Z,5,Coolbon crédit merci cofidis
Bonjour,2021-02-23T13:47:40Z,5,"Bonjour, j'ai été très bien accueilli suite à mon appel téléphonique et très satisfait par mon interlocuteur qui m'a très bien renseigné sur ma requête. M CLAUSSE"
Rapidité de la réponse et disponibilités,2021-02-23T13:46:12Z,5,Rapidité de la réponseet disponibilité des conseillers . Et le déblocage des fonds rapides . Merci
Excellent,2021-02-23T13:45:45Z,5,"Excellent, rapide,cordial"
Simplicité,2021-02-23T13:43:56Z,5,"Simplicité, amabilité,"
TRES BIEN,2021-02-23T13:43:49Z,5,TRES BIEN RAPIDE ET EFFICACE
Super actif je recommande cofidis,2021-02-23T13:43:20Z,5,Date de l'expérience:23 février 2021
Rapidité,2021-02-23T13:42:55Z,5,Rapidité.Efficacité.Le minimum de documents. Merci !!!
Bonjour,2021-02-23T13:42:40Z,5,"BonjourRéactif, merci a vous."
réactivé disponible,2021-02-23T13:42:22Z,5,Date de l'expérience:23 février 2021
Une échange clair et précis avec la…,2021-02-23T13:41:45Z,5,Une échange clair et précis avec la conseillère un bon suivi de dossier et délai respecte.....quand c est bien c est bien ....il faut le dire
Trop bien continuez comme ça,2021-02-23T13:40:42Z,5,Date de l'expérience:23 février 2021
Vous êtes a notre écoute et vous savez…,2021-02-23T13:35:56Z,4,Vous êtes a notre écoute et vous savez nous conseiller
service parfait,2021-02-23T13:35:44Z,5,ras parfait de bout en bout
service rapide et excellent relation…,2021-02-23T13:35:02Z,5,service rapide et excellent relation clientèle
Une excellente prestation des…,2021-02-23T13:32:31Z,5,Une excellente prestation des interlocuteurs à notre écoute et vraiment d une grande efficacitéFélicitations
Mon interlocutrice a été très…très bon accueil,2021-02-23T13:31:32Z,5,"Mon interlocutrice a été très professionnelle, à l’écoute, claire et rapide, dans la gestion de ma demande."
Rapide et efficace,2021-02-23T13:29:15Z,5,Date de l'expérience:23 février 2021
Merci beaucoup de la confiance que vous…,2021-02-23T13:18:26Z,4,"Merci beaucoup de la confiance que vous avez à mon égard. Je suis ravie de la rapidité du virement de mon crédit, merci à vous."
Excellent contact,2021-02-23T13:14:01Z,5,"Excellent contact, écoute, réactivité.Je suis très satisfait"
Service très satisfaisant rapide et…,2021-02-23T13:03:19Z,5,Service très satisfaisant rapide et très clair au niveau de la communication un service suivi est clair je suis très satisfaite
Je suis très satisfait,2021-02-23T12:59:03Z,5,"Je suis très satisfait de votre sérieux, vous m'apportez une aide précieuse Merci, Merci, Merci."
A chaque communication il y a l’écoute…,2021-02-23T12:58:16Z,5,"A chaque communication il y a l’écoute , le respect et cela est très important."
Merci cofidis,2021-02-23T12:56:21Z,5,Un service et un suivi devos dossier rapidedes conseillers a l'écoute disponible aimable cofidis ma permis de réaliser tout mes projets d'avenir merci à l'équipe cofidis .
Parfait !,2021-02-23T12:52:37Z,5,"Parfait ! Écoute attentive, suivi de dossier performant"
Excellent contact téléphonique,2021-02-23T12:50:43Z,5,"Excellent contact téléphonique. Interlocutrice à la fois claire et à l’écoute, efficace de surcroît. La suite sur le site très fonctionnel sans problème. Je suis très satisfait de l’ensemble dès prestations."
