title,date,star,text
Aucune réponse à 20 mails et demande…,2020-11-24T16:51:43Z,1,Aucune réponse à 20 mails et demande effectués afin de régler un litige!!! Honteux!!
Application géniale,2020-11-24T15:29:20Z,5,Application géniale et dans l air de son temps
Compte inaccessible,2020-11-24T15:10:48Z,1,"Compte inaccessible, plus accès à mon argent, aucun contact pour résoudre ce problème."
Mon compte OrangeBank est ouvert depuis…,2020-11-24T14:01:43Z,5,"Mon compte OrangeBank est ouvert depuis quelques mois. J'en suis très satisfaite. OrangeBank ne ressemble pas du tout aux autres banques. Sa philosophie est le respect et l'aide réelle au client. Pour la première fois dans ma vie, j'aime ma banque! Merci OrangeBank"
"Banque dématérialisée,pas…",2020-11-24T13:19:52Z,1,"Banque dématérialisée,pas d’interlocuteur .Je souhaite par exemple fermer mon compte et ça s’avère très complexe, donc à éviter. Je ne recommande pas du tout."
Super,2020-11-24T12:31:41Z,5,RAS Les comptes sont très bien tenus
Pas de prise de tête,2020-11-24T12:00:32Z,4,"Pas de prise de tête , simple et pratique"
Efficace et sécurisante.,2020-11-24T11:26:43Z,5,"Bien que sans vrai ""contact"" Orange Banque est à la fois pratique, claire avec son débit immédiat et sécurisante avec ses alerte sur gros retraits. Merci!"
C’est super orange banck mais il y a un…,2020-11-24T11:01:22Z,5,C’est super orange banck mais il y a un problème les frais c’est dommage et à quand la carte Mastercard merci d’avance bien cordialement
Aucun avis car trop nul 👎🏻 une banque…,2020-11-24T10:52:32Z,1,Aucun avis car trop nul 👎🏻 une banque pour les riches !!€
Deuxième avis négatif pour cette banque…,2020-11-24T09:29:20Z,1,"Deuxième avis négatif pour cette banque catastrophique. En pleine fin de mois difficile, j'ai eu le plaisir d'apprendre que les encaissements de chèque sont bloqués pendant 10 jours ! Raison de sécurité disent-ils... Parce que les autres banques qui encaissent les chèques TOUT DE SUITE elles ne se soucient pas de la sécurité peut-être ? ...VOUS ÊTES NULS C'EST TOUT.N'allez surtout pas chez Orange Bank."
Parfait pour gérer son budget tous les…,2020-11-24T08:34:08Z,5,"Parfait pour gérer son budget tous les mois. Les frais sont inexistants. Franchement, je recommande Orange Bank."
"Client depuis 2 ans et très satisfait,",2020-11-24T07:37:19Z,5,
Paiement Mobile,2020-11-24T07:00:10Z,5,Ce que j’apprécie le plus c’est le paiement sans contact avec le mobile plus besoin de porte feuille je vais dans les magasins avec mon portable merci pour tout
Continuez de la meme maniere,2020-11-24T06:48:22Z,5,"Continuez de la meme manierePeut être un progrès dans votre ""agent automatique"" qui est à mon avis inutilisable dans son état actuel."
Améliorer vos distributeurs eDAB DYNAMIQUE n…,2020-11-24T05:24:28Z,4,Améliorer vos distributeurs en acceptant les billets et les chèques seraient parfaits
bonne base de données pour se faire un…,2020-11-24T05:16:20Z,3,bonne base de données pour se faire un avis
Nul nul nul je déconseille!!,2020-11-23T22:48:23Z,1,"Nul nul nul je déconseille!!! Il Ne faut surtout pas avoir un problème car vous ne pouvez contacter personne, aucun service client. Je regrette vraiment d’avoir ouvert ce compte, je ne sais même pas comment le clôturer puisque personne ne me répond..."
Manque encore la recharge du compte via…,2020-11-22T16:36:29Z,3,"Manque encore la recharge du compte via apple pay, pouvoir utiliser sa CB dès l’ouverture du compte."
C'est la troisième fois que mon avis…,2020-11-22T11:16:17Z,3,"C'est la troisième fois que mon avis est demandé !!! et je confirme ""très mitigé"" suite à la limite du montant lors du premier virement, puis lors de paiement avec le téléphone.Sinon très bon accueil et très bon conseil en boutique.Très cordialement"
Orange Bank joue avec les mots pour ne…,2020-11-21T08:49:43Z,1,Orange Bank joue avec les mots pour ne pas avoir à payer la prime promise à moi et à ma marraine. Niveau de confiance à zero pour débuter cette relation client. Je ne suis pas pret de passer chez Orange en banque principaleEdit : Après réclamation j'ai effectivement reçu ma prime toutefois ma marraine n'a pas eut la sienne.. (quelle surprise)
Le service était innovant il y'a 2 ans…,2020-11-20T20:59:03Z,1,"Le service était innovant il y'a 2 ans malheureusement c'est de pire en pire. Le bot ne répond pas correctement a plusieurs questions simple. Il est impossible d'avoir un conseiller au téléphone. Toutes les autres banques en ligne proposent une plate-forme téléphonique mais pas Orange bank. Les réclamation sont clôturer sans jamais contacter le client. Ma carte bancaire ne m'a jamais été livré au renouvellement, pour soit disant un problème d'adresse et donc retourner a l'envoyeur. Les frais ont été débité et la réponse a la réclamation est votre carte était active donc on fait pas de geste. Mais en 1 Orange bank aurait du contacter le client quand la carte est revenu. En 2 un minimum serait de contacter le client pour une réclamation.De plus il est impossible de lire les réponses du service client dans l'application. Donc pour résumer pas de site Web, pas de retour du service client dans l'appli pas de numéro de téléphone..."
Franchement je suis très content…,2020-11-18T23:55:59Z,3,"Franchement je suis très content d’Orange Bank. Mais j’ai tout de meme des critiques a faire.Je ne mets pas 5 étoiles car :1- Je trouve dommage que virtuellement leurs conseillers n’assurent pas trop. Les demandes par mail depuis l’application demeurent irrésolus et ne sont jamais consultés. Donc si vous avez un soucis attention... moi j’ai été victime d’une arnaque de paiement frauduleux et j’attends depuis juin et toujours rien résolu.2- Leurs de leurs offres de parrainages ou ils promettent de l’argent sachez qu’il font également un truc illégal. En effet leur de votre mail de parrainage a votre filleul, ils leurs rajoutent l’option: «  Ouvrir un compte sans informer votre parrain » Franchement ils méritent un procès rien que par principe de manque d’honnêteté, c’est inadmissible.3- Dans certains centres commerciaux comme a Creteil Soleil par exemple, les employés vous obligent a prendre la carte plus chère sous prétexte que c’est obligatoire et que vous pouvez changer a tout moment. Ils font ca car ils gagnent une commission et donc forcent les clients. Sachez que ce n’est aucunement une obligation et que vous pouvez choisir la cb gratuite.A part ca je suis content d’etre un client Orange Bank"
Équipe au top😁,2020-11-18T15:17:08Z,5,
Très satisfait,2020-11-17T14:20:53Z,5,"Bonjour, l’interface Orange Bank est très bien pensée. Très bon service. Je conseille fortement. Cordialement,Bruno"
Nul à déconseiller,2020-11-17T11:41:31Z,1,"Nul, à déconseiller, J'ai été débité 3 fois la même somme suite à une consultation de spécialiste (66€20x3) dans la foulée,Je suis restée 5 hrs ,à attendre le conseiller virtuel qui doit me mettre avec un expert...Toujours personne, au téléphone un robot qui raccroche au bout 1 mnJe quitte orange bank.Je retourne avec mon ancienne banque, au moins il vous réponde."
Great online Bank,2020-11-17T11:05:49Z,5,Service excellent et efficace pour ouvrir un compte et les opérations sur App sont User-friendly.
Après être allé m'informer sur cette néo banque,2020-11-17T10:46:06Z,3,"Après être allé m'informer sur cette application, car je pense qu'il faut apeller ça une 'appli' et non une banque en ligne, je pensais ouvrir un compte en ligne pour mon entreprise ... Finalement je pense que je vais aller voir ailleurs. Pour trouver une banque en ligne le test est plutôt simple : il faut trouver un numéro de téléphone qui décroche avec un humain au bout du fil. Ca a l'air de moins en moins facile à trouver !!"
Tout est bon pour l'instant,2020-11-17T10:28:45Z,5,"Pour l'instant, le peu de temps en tant qu'utilisateur, je ne trouve rien à redire. Tout va bien"
Client depuis longtemps je recommande,2020-11-16T18:16:57Z,5,
Virements: la honte !!,2020-11-16T17:46:17Z,1,il leur faut plus de 8 jours pour faire un virement de banque à banque!!!!De qui se moque t-on?L'affairiste Orange n'a rien à faire avec un bon mutualiste.
Quand vous voulez une banque il ne faut…,2020-11-13T13:24:37Z,2,"Quand vous voulez une banque il ne faut surtout pas aller voir les Bank en ligne Car ce sont des services financiers , Après il faut pas s’étonner d’avoir des problèmes je vous conseille vivement D’aller voir les vrais banque"
incapable de changer un code postal !!!!,2020-11-12T12:12:55Z,2,"Je suis client depuis 3 ans : l'utilisation est simple et relativement fiable à part un gros bug en début octobre au niveau des opérations : pas d'explications et aucune excuse...Service Client en dessous de tout : vous avez à faire à ""Djingo"" Intelligence Artificielle qui tourne en boucle et finit par vous rendre dingue et impossible d'avoir un expert ( existe t'il ???) Cela fait des dizaines de fois que je signale une erreur sur le code postal par tous les canaux possibles et cela depuis l'ouverture: les réclamations sont classées mais non traitées...Ma carte arrive à échéance et donc je risque de ne pas la recevoir!!!...Bref quand tout va bien, c'est super...mais il ne faut surtout pas avoir de soucis car là c'est la catastrophe !!!!"
Ce n’est pas une vraie banque en ligne…,2020-11-09T14:26:45Z,2,"Ce n’est pas une vraie banque en ligne , juste un gadget qui n’est pas au service de ses Clients"
Expérience je dirai incroyable avec…,2020-11-09T10:52:10Z,1,"Expérience je dirai incroyable avec orange , après juste un mois mon compte est bloqué pour une raison que j’ignore juste aujourd’hui. Malgré mes appels messages sur le chat aucun conseiller n’est capable de me dire le pourquoi. Quatre mois après une longue insistance de ma part on m’annonceque mon compte est clôturé et que je recevrai un chèque de mes fonds disponibles sur le compte . Bientôt un mois aucun chèque reçu , je leur demande donc un virement plus dedeux semaines on me dit toujours que mon dossier est en cours de traitement par le service spécialisé . 14 jours et incapable de faire un virement ? On se moque de moi , par ces temps durs"
en dessous de tout,2020-11-07T09:26:00Z,1,"Depuis plus d'un mois je n'arrive plus à me connecter sur les applis web et smartphone.Aucun suivi des appels.Quandj'arrive a avoir un conseiller par chat il me demande de faire les mêmes manip que son collègue m'a demandé d'èxecuter 3 jours auparavant et qui ont échouées et qui, bien entendu , ne change rien. Devant mon éxaspération il parait que ma demande a été transféré au service technique (je doute cela fut fait car aucune référence m'a été communiquée) mais le conseiller est incapable de vous donner un délai.Quand vous envoyez un mail vous recevez une réponse qui vous dit que votre message est en cours d'analyse et puis plus rien."
"Poussif, buggué et sans réelle innovation",2020-11-06T20:58:24Z,2,"Orange a oublié ses clients.On voit clairement que l'application a été conçue à l'envers, c'est à dire en pensant aux intérêt de l'entreprise et non des clients.La souscription est fastidieuse, surtout depuis l'application, on est obligé de reprendre à zéro, reprendre les papiers en photo etc.Le service client est uniquement joignable par chat, mais il contient des bugs, tous les messages n'arrivent pas et le chat disparait parfois. Par ailleurs, très dur d'obtenir un conseiller et de sortir du ""bot"" qui répond automatiquement. Cela est très gênant car on est obligé de les contacter plusieurs fois pour avoir accès au service.Mon souci était que l'assurance protection des achats pour laquelle j'avais choisi cette carte n'était plus disponible et il n'a jamais été possible de la récupérer, j'ai juste eu droit à un conseiller hautain me conseillant de fermer mon compte, ce que j'ai fait.On pouvait s'attendre à un peu d'innovation pour une banque mobile mais rien, très décevant."
Orange bank une sacrée arnaque surtout…,2020-11-05T15:42:16Z,1,Orange bank une sacrée arnaque surtout n y aller jamais cinq jour pour avoir sa carte ca fait 2 mois toujours en fabrication et en plus il me preleve 7 euros par mois donc cloturation du compte et des que vous aller a la boutique il ne veulent rien entendre a fuir
Bien.,2020-11-05T11:25:24Z,3,Bien.Seul bémol Pas de chéquier avent 1 mois.Pas de possibilité de déposer des espèces. Assistance pas bien compétent.
Tout est top sauf l’interface,2020-11-04T14:57:10Z,4,Tout est top sauf l’interface pas très pratique sinon génial
faut-il choisir cette banque en ligne ?,2020-11-03T19:38:04Z,1,"Je consulte les avis justement pour me faire le mien, et savoir s'il est raisonnable de contracter chez orange bank.Mais je constate qu'en gros, les avis sont les mêmes que pour les autres banque en ligne, c'est désastreux, catastrophique !Je constate aussi que le service client prend le temps de répondre ici à chaque avis élogieux, mais quasiment jamais aux critiques et aux plaintes, qui elles nécessitent bien plus une réponse.Tout ça n'est donc que de la com, et pas du service client. Ceci dit, il y a bien longtemps qu'Orange ne sait pas ce qu'est un service, et confond client et pigeon.Je déduis de ces avis que très souvent, ces banques en ligne se contentent de faire du fric en kidnappant les fonds versés tout en ne rendant pas la prestation payée.C'est grave quand même.Après, il ne faut pas non plus s'étonner, ces banques sont juste les mêmes que celles qui ont des agences sous un autre nom. Donc ce qu'elles perdent d'un côté, elles le récupèrent de l'autre.Vivement une VRAIE banque en ligne qui n'aura que sa clientèle pour vivre. Elle sera bien obligée de tenir compte de l'appréciation de ses clients/pigeons.En résumé, après avoir testé l'ouverture de compte chez Hello Bank et Boursorama, qui est un désastre, je ne tenterai même pas chez Orange Bank. Pas de temps à perdre."
